protest_id	protest_location	protest_start	protest_end	protest_subject	protest_participants	protest_time	protest_description	protest_urls
['6979', '6972', '6973', '6971', '6975', '6974', '6976', '6970', '6978', '6977', '6969', '6965', '6964', '6963', '6962', '6968']	['Akron,OH', 'Dayton,OH', 'St.Louis,MO', 'Akron,OH', 'Akron,OH', 'Pittsburgh,PA', 'Akron,OH', 'Akron,OH', 'NewYork,NY', 'Chicago,IL', 'Akron,OH', 'Akron,OH', 'Akron,OH', 'Akron,OH', 'Akron,OH', 'Akron,OH']	['Monday,July11,2022', 'Sunday,July10,2022', 'Saturday,July9,2022', 'Saturday,July9,2022', 'Friday,July8,2022', 'Friday,July8,2022', 'Thursday,July7,2022', 'Wednesday,July6,2022', 'Wednesday,July6,2022', 'Wednesday,July6,2022', 'Tuesday,July5,2022', 'Sunday,July3,2022', 'Monday,July4,2022', 'Monday,July4,2022', 'Monday,July4,2022', 'Sunday,July3,2022']	['', '', '', '', '', '', '', '-Thursday,July7,2022', '', '-Tuesday,July5,2022', '', '-Monday,July4,2022', '', '', '', '']	['Subject(s):JaylandWalker,Local-Government-AkronCityCouncil,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Outside-LawEnforcement-AkronPoliceDepartment(APD),General-PoliceBrutality', 'Subject(s):JaylandWalker,Outside-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD),Local-Government-DeputyMayorForPublicSafety-CharlesBrown', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Outside-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Outside-LawEnforcement-AkronPoliceDepartment(APD),Local-LawEnforcement-ChicagoPoliceDepartment(CPD),Local-PoliceBrutality,General-PoliceBrutality', 'Subject(s):Local-BlackLivesMatterActivist/Protester,JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD),Local-Government-MayorDanHorrigan', 'Subject(s):JaylandWalker,Local-LawEnforcement-AkronPoliceDepartment(APD)']	['Participant(s):100', 'Participant(s):Dozens', 'Participant(s):50+(est.)', 'Participant(s):200', 'Participant(s):300', 'Participant(s):200+', 'Participant(s):100+(est.)', 'Participant(s):40-100', 'Participant(s):100+', 'Participant(s):75-100(est.)', 'Participant(s):10-15(est.)', 'Participant(s):50+(est.)', 'Participant(s):Unclear', 'Participant(s):75', 'Participant(s):100+', 'Participant(s):100+']	['Time:Evening', 'Time:Evening', 'Time:Evening', 'Time:Afternoon', 'Time:Evening', 'Time:Evening', 'Time:Evening', 'Time:Evening-Morning', 'Time:Evening', 'Time:Evening', 'Time:Afternoon-Evening', 'Time:Evening-Morning', 'Time:Afternoon', 'Time:Evening', 'Time:Afternoon', 'Time:Afternoon']	"['Description:Priorto&duringcitycouncilmeeting', 'Description:AtRiverScapepavilion', 'Description:Nodetailsincludedforthisdemonstration.', ""Description:Speakersincl.TamirRice'smotherSamariaRice"", 'Description:Incl.""glowvigil""whereattendeesheldelectroniclightingdevicesinsteadoftraditionalcandles', 'Description:Nodetailsincludedforthisdemonstration.', ""Description:Incl.carcaravanthroughcity&picketoutsideBrown'shouse"", 'Description:Nodetailsincludedforthisdemonstration.', 'Description:Nodetailsincludedforthisdemonstration.', 'Description:Nodetailsincludedforthisdemonstration.', 'Description:OutsideSummitCountyJailtosupport49protestersarrestedatpreviousprotestsforJaylandWalker;raised$12,000forbail', 'Description:EveningaftervideoofWalkerbeingshot60+timesreleased;Incl.policeviolence&propertydestructionbysomeprotestersaftercurfew', 'Description:SmallafternoongroupoutsideStubbsJusticeCenter', 'Description:Protestersdispersedbefore9pmcurfewenactedbythecityearlierintheday', ""Description:Marchincl.periodoutsideMayorHorrigan'shouse"", 'Description:ProtestledbyNAACPinhoursaftervideoofWalkerbeingshot60+timesbypolicereleased;MarchfromQuakerStationtorallyatCityHall']"	['Source(s):##https://www.beaconjournal.com/story/news/2022/07/12/jayland-walker-akron-councilman-questions-protests-allowed-despite-threats-city-hall/10035448002/##https://twitter.com/AbbeyMarshall/status/1546633933726564357##(thread)', 'Source(s):##https://www.whio.com/news/local/jayland-walker-killing-dayton-area-gathers-remember-akron-man-shot-by-police/5NLLYSXZGZGJZCXWPVGXNDUDBA/##https://twitter.com/DSA_Dayton/status/1545868558185422851', 'Source(s):##https://www.ksdk.com/article/news/st-louis-protest-jayland-walker/63-e5879d90-56c2-447b-b786-f46ec8b7bddd', 'Source(s):##https://spectrumnews1.com/oh/columbus/news/2022/07/10/akron-rally-for-jayland-walker-peaceful--', 'Source(s):##https://www.beaconjournal.com/story/news/2022/07/08/hundreds-gather-akron-vigil-jayland-walkers-life/7815819001/##https://www.news5cleveland.com/news/local-news/akron-canton-news/jayland-walker/protest-and-glow-vigil-being-held-friday-night-for-jayland-walker-in-akron', 'Source(s):##https://www.post-gazette.com/news/crime-courts/2022/07/08/jayland-walker-protest-akron-police-downtown-pittsburgh/stories/202207080128##https://twitter.com/JesseBunch_/status/1545542923084873732##https://twitter.com/ThompsonFoto12/status/1545533826826485760##https://twitter.com/PGHAbortionDC/status/1544316919750316034', 'Source(s):##https://www.beaconjournal.com/story/news/local/2022/07/08/some-arrests-made-akron-after-protesters-form-car-procession-jayland-walker-police-shooting/10008730002/##https://www.cleveland19.com/2022/07/08/about-50-jayland-walker-protesters-vehicles-blocked-roads-akron-police-say/', 'Source(s):##https://www.news5cleveland.com/news/local-news/akron-canton-news/jayland-walker/everything-we-know-about-about-the-protests-in-akron-wednesday-night##https://twitter.com/Yoly_Loy/status/1544886202624606215##https://twitter.com/Nessa_Sucks/status/1544883048029757446##https://twitter.com/FamilysSoupTV/status/1544887665027342336##https://twitter.com/STPAkron/status/1544844177778921473##https://www.instagram.com/p/CfuKJZ-AQ3G/?hl=en##(begins##with##video##of##officer##repeatedly##punching##man##in##face)##https://www.beaconjournal.com/story/news/2022/07/07/jayland-walker-akron-police-arrest-protesters-jacob-blake-bianca-taylor/7827915001/', 'Source(s):##https://www.brooklynpaper.com/jayland-walker-protest-barclays/##https://twitter.com/TheIndypendent/status/1545126149675978752##https://twitter.com/DOI_OIGNYPD/status/1546557265590849536##https://twitter.com/DOI_OIGNYPD/status/1546557265590849536##https://www.audacy.com/1010wins/news/local/jayland-walker-march-shuts-down-brooklyn-bridge&lt;/a&gt;</a>', 'Source(s):##https://twitter.com/irviniibarra/status/1544840368646234112##https://twitter.com/GKMC18/status/1545036276004491264##https://blockclubchicago.org/2022/07/05/chicagoans-to-protest-police-killing-of-jayland-walker-unarmed-man-shot-by-akron-cops-more-than-60-times/##https://www.facebook.com/events/405643104863290', 'Source(s):##https://www.beaconjournal.com/story/news/2022/07/05/jayland-walker-akron-protests-ohio-police-shooting/7805851001/##https://twitter.com/AbbeyMarshall/status/1544467976593842176##(thread)##https://www.instagram.com/p/Cfp5UIXgG2B/', 'Source(s):##https://www.beaconjournal.com/story/news/local/2022/07/03/akron-streets-quiet-before-during-news-conference-police-shooting-jayland-walker/7796409001/##https://www.beaconjournal.com/story/news/local/2022/07/04/akron-fireworks-canceled-curfew-declared-jayland-walker-protests-police-shooting/7802402001/', 'Source(s):##https://www.beaconjournal.com/story/news/2022/07/04/over-100-protesters-visit-mayor-dan-horrigans-home-monday-afternoon/7805256001/', 'Source(s):##https://www.beaconjournal.com/story/news/2022/07/04/over-100-protesters-visit-mayor-dan-horrigans-home-monday-afternoon/7805256001/', 'Source(s):##https://www.beaconjournal.com/story/news/2022/07/04/over-100-protesters-visit-mayor-dan-horrigans-home-monday-afternoon/7805256001/', 'Source(s):##https://twitter.com/TawneyBeans/status/1543682233235546122##(thread)##https://twitter.com/ClayLePard/status/1543671354880397313##(thread)##https://www.wkyc.com/article/news/local/akron/trucks-blocking-akron-streets-roads-closed-police-shooting-death-jayland-walker/95-072a35fd-30b1-4632-99b1-db345291d528']
